fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.00,0.24,0.32,6.30,0.03,34.00,129.00,0.99,3.52,0.41,10.40,5.00
6.10,0.45,0.27,0.80,0.04,13.00,82.00,0.99,3.23,0.32,9.50,5.00
7.40,0.23,0.43,1.40,0.04,22.00,113.00,0.99,3.22,0.62,10.60,6.00
7.20,0.20,0.38,1.00,0.04,21.00,74.00,0.99,3.21,0.37,11.00,5.00
7.50,0.14,0.34,1.30,0.06,50.00,153.00,0.99,3.29,0.80,9.60,6.00
7.70,0.25,0.43,4.50,0.06,20.00,115.00,1.00,3.38,0.50,9.90,6.00
8.20,0.61,0.45,5.40,0.03,15.00,118.00,1.00,3.14,0.34,9.60,5.00
7.60,0.21,0.44,1.90,0.04,10.00,119.00,0.99,3.01,0.70,12.80,6.00
7.40,0.22,0.33,2.00,0.05,31.00,101.00,0.99,3.42,0.55,11.40,5.00
7.20,0.26,0.26,12.70,0.04,49.00,214.00,1.00,3.41,0.50,10.00,6.00
6.40,0.25,0.41,8.60,0.04,57.00,173.00,1.00,3.00,0.44,9.10,5.00
6.30,0.32,0.35,11.10,0.04,29.00,198.00,1.00,3.36,0.50,9.40,7.00
6.80,0.25,0.29,2.00,0.04,19.00,189.00,1.00,3.46,0.54,10.20,6.00
9.80,0.44,0.40,2.80,0.04,35.00,167.00,1.00,2.97,0.39,9.20,5.00
7.20,0.20,0.25,4.50,0.04,31.00,109.00,0.99,3.23,0.36,9.40,5.00
8.20,0.61,0.45,5.40,0.03,15.00,118.00,1.00,3.14,0.34,9.60,5.00
7.50,0.42,0.45,9.10,0.03,20.00,125.00,1.00,3.12,0.36,10.10,6.00
7.40,0.22,0.33,2.00,0.05,31.00,101.00,0.99,3.42,0.55,11.40,5.00
6.40,0.26,0.30,2.20,0.03,33.00,134.00,0.99,3.21,0.47,10.60,6.00
7.90,0.46,0.32,4.10,0.03,40.00,138.00,0.99,3.18,0.44,12.80,7.00
6.50,0.41,0.64,11.80,0.07,65.00,225.00,1.00,3.12,0.51,8.90,5.00
7.50,0.32,0.37,1.20,0.05,22.00,184.00,0.99,3.09,0.43,9.30,5.00
6.60,0.21,0.38,2.20,0.03,40.00,104.00,0.99,3.25,0.40,11.10,8.00
7.10,0.21,0.30,1.40,0.04,45.00,143.00,0.99,3.13,0.33,9.90,6.00
7.60,0.26,0.47,1.60,0.07,5.00,55.00,0.99,3.10,0.45,9.60,5.00
7.60,0.21,0.44,1.90,0.04,10.00,119.00,0.99,3.01,0.70,12.80,6.00
6.90,0.25,0.26,5.20,0.02,36.00,135.00,0.99,3.16,0.72,10.70,7.00
7.10,0.26,0.32,14.45,0.07,29.00,107.00,1.00,2.96,0.42,9.20,6.00
7.30,0.22,0.40,14.75,0.04,44.50,129.50,1.00,3.36,0.41,9.10,7.00
6.20,0.37,0.22,8.30,0.03,36.00,216.00,1.00,3.33,0.60,9.60,6.00
7.90,0.22,0.45,14.20,0.04,53.00,141.00,1.00,3.03,0.46,9.20,6.00
6.90,0.25,0.26,5.20,0.02,36.00,135.00,0.99,3.16,0.72,10.70,7.00
7.30,0.22,0.40,14.75,0.04,44.50,129.50,1.00,3.36,0.41,9.10,7.00
7.10,0.26,0.32,14.45,0.07,29.00,107.00,1.00,2.96,0.42,9.20,6.00
7.40,0.25,0.37,6.90,0.02,14.00,93.00,0.99,3.00,0.48,10.70,7.00
6.80,0.18,0.37,1.50,0.03,37.00,93.00,0.99,3.30,0.45,10.80,6.00
7.00,0.17,0.37,1.50,0.03,26.00,75.00,0.99,3.30,0.46,10.80,7.00
6.40,0.30,0.38,7.80,0.05,35.00,192.00,1.00,3.10,0.37,9.00,5.00
5.00,0.33,0.16,1.50,0.05,10.00,97.00,0.99,3.48,0.44,10.70,6.00
5.00,0.33,0.16,1.50,0.05,10.00,97.00,0.99,3.48,0.44,10.70,6.00
8.90,0.33,0.32,1.50,0.05,11.00,200.00,1.00,3.19,0.46,9.40,5.00
7.00,0.26,0.46,15.55,0.04,61.00,171.00,1.00,2.94,0.35,8.80,6.00
6.40,0.30,0.38,7.80,0.05,35.00,192.00,1.00,3.10,0.37,9.00,5.00
6.30,0.21,0.40,1.70,0.03,48.00,134.00,0.99,3.42,0.49,11.50,6.00
8.00,0.23,0.46,1.50,0.03,30.00,125.00,0.99,3.23,0.47,12.50,6.00
9.20,0.28,0.41,1.00,0.04,14.00,59.00,0.99,2.96,0.25,10.50,6.00
7.30,0.27,0.39,6.70,0.06,28.00,188.00,1.00,3.29,0.30,9.70,5.00
7.60,0.32,0.36,1.60,0.04,32.00,155.00,0.99,3.23,0.52,11.30,6.00
5.00,0.33,0.16,1.50,0.05,10.00,97.00,0.99,3.48,0.44,10.70,6.00
9.70,0.24,0.45,1.20,0.03,11.00,59.00,0.99,2.74,0.47,10.80,6.00
8.00,0.28,0.42,7.10,0.05,41.00,169.00,1.00,3.17,0.43,10.60,5.00
8.20,0.37,0.36,1.00,0.03,17.00,93.00,0.99,3.04,0.32,11.70,8.00
8.00,0.61,0.38,12.10,0.30,24.00,220.00,1.00,2.94,0.48,9.20,5.00
7.20,0.26,0.44,7.10,0.03,25.00,126.00,0.99,3.02,0.34,11.10,8.00
8.20,0.37,0.36,1.00,0.03,17.00,93.00,0.99,3.04,0.32,11.70,8.00
6.40,0.23,0.33,1.15,0.04,15.50,217.50,0.99,3.33,0.44,11.00,6.00
5.90,0.40,0.32,6.00,0.03,50.00,127.00,0.99,3.51,0.58,12.50,7.00
7.60,0.28,0.39,1.20,0.04,21.00,115.00,0.99,3.16,0.67,10.00,6.00
8.00,0.28,0.42,7.10,0.05,41.00,169.00,1.00,3.17,0.43,10.60,5.00
7.20,0.23,0.39,2.30,0.03,29.00,102.00,0.99,3.26,0.54,12.30,7.00
6.80,0.32,0.37,3.40,0.02,19.00,87.00,0.99,3.14,0.53,12.70,6.00
7.20,0.23,0.39,2.30,0.03,29.00,102.00,0.99,3.26,0.54,12.30,7.00
6.90,0.18,0.38,6.50,0.04,20.00,110.00,0.99,3.10,0.42,10.50,5.00
9.40,0.26,0.53,1.20,0.05,25.00,109.00,0.99,3.23,0.28,12.50,6.00
8.30,0.33,0.42,1.15,0.03,18.00,96.00,0.99,3.20,0.32,12.40,3.00
7.30,0.29,0.30,13.00,0.04,46.00,238.00,1.00,3.06,0.41,8.70,6.00
7.90,0.41,0.37,4.50,0.03,40.00,114.00,0.99,3.17,0.54,12.40,7.00
7.90,0.44,0.37,5.85,0.03,27.00,93.00,0.99,3.16,0.54,12.60,7.00
7.70,0.39,0.30,5.20,0.04,29.00,131.00,0.99,3.38,0.44,11.00,6.00
7.70,0.26,0.31,1.30,0.04,47.00,155.00,0.99,3.42,0.50,10.10,6.00
7.80,0.32,0.31,1.70,0.04,46.00,195.00,0.99,3.03,0.48,10.50,5.00
6.80,0.32,0.37,3.40,0.02,19.00,87.00,0.99,3.14,0.53,12.70,6.00
7.30,0.24,0.39,3.60,0.02,35.00,116.00,0.99,3.17,0.51,10.90,5.00
7.10,0.44,0.37,2.70,0.04,35.00,128.00,0.99,3.07,0.43,13.50,7.00
10.30,0.25,0.48,2.20,0.04,28.00,164.00,1.00,3.19,0.59,9.70,5.00
7.90,0.14,0.28,1.80,0.04,44.00,178.00,1.00,3.45,0.43,9.20,6.00
7.40,0.18,0.42,2.10,0.04,33.00,187.00,0.99,3.40,0.41,10.60,7.00
8.10,0.43,0.42,6.60,0.03,36.00,141.00,0.99,2.98,0.39,13.30,7.00
7.10,0.44,0.37,2.70,0.04,35.00,128.00,0.99,3.07,0.43,13.50,7.00
6.40,0.26,0.22,5.10,0.04,23.00,131.00,0.99,3.29,0.32,10.10,5.00
8.00,0.66,0.72,17.55,0.04,62.00,233.00,1.00,2.92,0.68,9.40,4.00
8.00,0.20,0.40,5.20,0.06,41.00,167.00,1.00,3.18,0.40,10.60,7.00
7.20,0.21,0.34,1.10,0.05,25.00,80.00,0.99,3.25,0.40,11.30,6.00
7.20,0.18,0.31,1.10,0.05,20.00,73.00,0.99,3.32,0.40,10.80,7.00
8.40,0.57,0.44,10.70,0.05,46.00,195.00,1.00,3.15,0.51,10.40,5.00
5.30,0.26,0.23,5.15,0.03,48.00,160.00,1.00,3.82,0.51,10.50,7.00
5.70,0.25,0.33,1.10,0.05,28.00,150.00,0.99,3.13,0.42,9.30,5.00
5.60,0.25,0.32,1.10,0.05,24.00,152.00,0.99,3.12,0.42,9.30,6.00
7.30,0.25,0.41,1.80,0.04,52.00,165.00,0.99,3.29,0.39,12.20,7.00
7.00,0.16,0.73,1.00,0.14,58.00,150.00,0.99,3.08,0.30,9.20,5.00
6.40,0.22,0.34,1.80,0.06,29.00,104.00,1.00,3.81,0.57,10.30,6.00
7.30,0.18,0.65,1.40,0.05,28.00,157.00,0.99,3.33,0.62,9.40,6.00
6.40,0.17,0.27,6.70,0.04,88.00,223.00,0.99,3.28,0.35,10.20,6.00
6.90,0.29,0.16,6.80,0.03,65.00,212.00,1.00,3.08,0.39,9.00,6.00
6.20,0.21,0.38,6.80,0.04,64.00,245.00,1.00,3.06,0.36,9.30,6.00
6.40,0.23,0.30,7.10,0.04,63.00,236.00,1.00,3.06,0.34,9.20,6.00
7.30,0.19,0.68,1.50,0.05,31.00,156.00,0.99,3.32,0.64,9.40,6.00
7.30,0.18,0.65,1.40,0.05,28.00,157.00,0.99,3.33,0.62,9.40,6.00
9.60,0.29,0.46,1.45,0.04,77.50,223.00,0.99,2.92,0.46,9.50,6.00
7.20,0.14,0.35,1.20,0.04,15.00,73.00,0.99,3.46,0.39,9.90,5.00
6.90,0.31,0.34,7.40,0.06,36.00,174.00,1.00,3.46,0.62,11.10,7.00
7.50,0.28,0.34,4.20,0.03,36.00,116.00,0.99,2.99,0.41,12.30,8.00
8.00,0.22,0.42,14.60,0.04,45.00,163.00,1.00,3.21,0.69,8.60,7.00
7.60,0.31,0.29,10.50,0.04,21.00,145.00,1.00,3.04,0.35,9.40,5.00
8.40,0.35,0.56,13.80,0.05,55.00,190.00,1.00,3.07,0.58,9.40,6.00
8.00,0.22,0.42,14.60,0.04,45.00,163.00,1.00,3.21,0.69,8.60,7.00
8.10,0.50,0.47,1.10,0.04,23.00,126.00,0.99,3.21,0.42,10.90,5.00
7.00,0.39,0.31,5.30,0.17,32.00,162.00,1.00,3.20,0.48,9.40,5.00
8.10,0.50,0.47,1.10,0.04,23.00,126.00,0.99,3.21,0.42,10.90,5.00
8.40,0.35,0.56,13.80,0.05,55.00,190.00,1.00,3.07,0.58,9.40,6.00
6.20,0.22,0.27,1.50,0.06,20.00,132.00,0.99,3.22,0.46,9.20,6.00
8.00,0.22,0.42,14.60,0.04,45.00,163.00,1.00,3.21,0.69,8.60,7.00
7.60,0.31,0.29,10.50,0.04,21.00,145.00,1.00,3.04,0.35,9.40,5.00
7.00,0.24,0.36,4.90,0.08,10.00,133.00,0.99,3.33,0.37,10.80,6.00
6.60,0.27,0.30,1.90,0.03,14.00,153.00,0.99,3.29,0.62,10.50,6.00
7.80,0.16,0.41,1.70,0.03,29.00,140.00,0.99,3.02,0.78,12.50,6.00
7.70,0.27,0.34,1.80,0.03,26.00,168.00,0.99,2.99,0.48,12.10,7.00
7.40,0.31,0.74,10.70,0.04,51.00,147.00,1.00,3.02,0.43,8.70,5.00
8.00,0.45,0.36,8.80,0.03,50.00,151.00,0.99,3.07,0.25,12.70,8.00
7.70,0.27,0.34,1.80,0.03,26.00,168.00,0.99,2.99,0.48,12.10,7.00
7.80,0.16,0.41,1.70,0.03,29.00,140.00,0.99,3.02,0.78,12.50,6.00
6.60,0.16,0.29,1.80,0.05,40.00,147.00,0.99,3.06,0.44,11.40,7.00
8.30,0.21,0.40,1.60,0.03,35.00,110.00,0.99,3.02,0.60,12.90,7.00
7.20,0.32,0.33,1.40,0.03,29.00,109.00,0.99,3.15,0.51,12.80,7.00
6.60,0.16,0.30,1.60,0.03,15.00,78.00,0.99,3.38,0.44,11.20,6.00
8.40,0.16,0.33,1.50,0.03,16.00,98.00,0.99,3.14,0.42,9.70,6.00
7.50,0.23,0.32,9.20,0.04,54.00,191.00,1.00,3.04,0.56,9.70,6.00
6.20,0.17,0.30,1.10,0.04,14.00,79.00,0.99,3.50,0.54,10.30,6.00
6.90,0.39,0.22,4.30,0.03,10.00,102.00,0.99,3.00,0.87,11.60,4.00
6.90,0.41,0.22,4.20,0.03,10.00,102.00,0.99,3.00,0.86,11.60,4.00
7.50,0.23,0.32,9.20,0.04,54.00,191.00,1.00,3.04,0.56,9.70,6.00
7.50,0.38,0.33,5.00,0.05,30.00,131.00,0.99,3.32,0.44,10.90,6.00
7.30,0.42,0.38,6.80,0.05,29.00,122.00,0.99,3.19,0.37,12.60,7.00
7.30,0.34,0.39,5.20,0.04,45.00,163.00,0.99,3.30,0.47,12.40,6.00
7.80,0.23,0.28,4.75,0.04,45.00,166.00,0.99,2.96,0.40,11.50,5.00
9.00,0.25,0.38,5.90,0.05,52.00,159.00,1.00,2.93,0.35,10.20,6.00
6.90,0.20,0.40,7.70,0.03,51.00,176.00,0.99,3.22,0.27,11.40,5.00
7.40,0.19,0.42,6.40,0.07,39.00,212.00,1.00,3.30,0.33,9.60,6.00
8.20,0.20,0.36,8.10,0.04,60.00,163.00,1.00,3.05,0.30,10.30,6.00
8.00,0.59,0.71,17.35,0.04,61.00,228.00,1.00,2.95,0.75,9.30,5.00
7.90,0.14,0.45,1.80,0.05,17.00,114.00,0.99,3.33,0.49,10.70,7.00
6.80,0.24,0.40,1.80,0.05,34.00,105.00,0.99,3.13,0.49,12.80,8.00
9.70,0.14,0.59,1.50,0.05,23.00,142.00,1.00,2.98,0.62,9.50,5.00
9.20,0.15,0.68,1.60,0.05,22.00,130.00,0.99,3.02,0.45,10.40,6.00
9.40,0.17,0.55,1.60,0.05,14.00,94.00,0.99,3.02,0.61,10.30,6.00
5.20,0.37,0.08,13.50,0.04,37.00,142.00,1.00,3.46,0.39,9.90,6.00
6.30,0.23,0.22,3.75,0.04,37.00,116.00,0.99,3.23,0.50,10.70,6.00
9.60,0.25,0.54,1.30,0.04,16.00,160.00,0.99,2.94,0.43,10.50,5.00
9.20,0.32,0.42,1.30,0.05,14.00,186.00,0.99,3.08,0.48,9.60,5.00
6.40,0.31,0.40,6.20,0.04,46.00,169.00,1.00,3.15,0.46,9.30,6.00
8.10,0.20,0.36,9.70,0.04,63.00,162.00,1.00,3.10,0.46,10.00,6.00
7.90,0.26,0.26,2.00,0.03,40.00,190.00,0.99,3.04,0.39,11.20,6.00
7.00,0.15,0.34,1.40,0.04,21.00,177.00,0.99,3.32,0.62,10.80,5.00
6.40,0.15,0.31,1.10,0.04,25.00,96.00,0.99,3.54,0.51,10.30,6.00
6.40,0.25,0.53,6.60,0.04,59.00,234.00,1.00,3.03,0.42,8.80,5.00
7.60,0.19,0.42,1.50,0.04,6.00,114.00,0.99,3.04,0.74,12.80,6.00
7.30,0.43,0.37,4.60,0.03,17.00,114.00,0.99,3.23,0.43,13.20,6.00
5.10,0.31,0.30,0.90,0.04,28.00,152.00,0.99,3.54,0.56,10.10,6.00
6.20,0.20,0.26,1.70,0.09,40.00,161.00,0.99,3.44,0.66,11.00,5.00
6.90,0.16,0.35,1.30,0.04,21.00,182.00,0.99,3.25,0.62,10.80,6.00
7.70,0.32,0.48,2.30,0.04,28.00,114.00,0.99,3.20,0.52,12.80,7.00
6.50,0.22,0.72,6.80,0.04,33.00,168.00,1.00,3.12,0.36,9.20,6.00
6.80,0.26,0.33,1.50,0.05,44.00,167.00,0.99,3.12,0.44,10.50,6.00
5.20,0.37,0.33,1.20,0.03,13.00,81.00,0.99,3.37,0.38,11.70,6.00
8.40,0.19,0.43,2.10,0.05,20.00,104.00,0.99,2.85,0.46,9.50,5.00
8.30,0.21,0.41,2.20,0.05,24.00,108.00,0.99,2.85,0.45,9.50,5.00
6.80,0.15,0.32,8.80,0.06,24.00,110.00,1.00,3.40,0.40,8.80,6.00
7.90,0.16,0.64,17.00,0.05,69.00,210.00,1.00,3.15,0.51,9.30,7.00
7.80,0.21,0.39,1.80,0.03,62.00,180.00,0.99,3.09,0.75,12.60,8.00
9.00,0.24,0.50,1.20,0.05,26.00,107.00,0.99,3.21,0.34,12.40,6.00
5.70,0.21,0.24,2.30,0.05,60.00,189.00,1.00,3.65,0.72,10.10,6.00
7.80,0.29,0.36,7.00,0.04,38.00,161.00,0.99,3.26,0.37,11.20,8.00
6.70,0.18,0.30,6.40,0.05,40.00,251.00,1.00,3.29,0.52,10.00,5.00
6.70,0.18,0.30,6.40,0.05,40.00,251.00,1.00,3.29,0.52,10.00,5.00
8.40,0.58,0.27,12.15,0.03,37.00,116.00,1.00,2.99,0.39,10.80,6.00
7.20,0.16,0.32,0.80,0.04,50.00,121.00,0.99,3.27,0.33,10.00,6.00
7.60,0.54,0.23,2.00,0.03,13.00,151.00,0.99,3.04,0.33,10.40,5.00
8.40,0.58,0.27,12.15,0.03,37.00,116.00,1.00,2.99,0.39,10.80,6.00
6.60,0.25,0.31,12.40,0.06,52.00,181.00,1.00,3.51,0.47,9.80,6.00
7.30,0.23,0.37,1.90,0.04,51.00,165.00,0.99,3.26,0.40,12.20,8.00
7.30,0.39,0.37,1.10,0.04,36.00,113.00,0.99,3.39,0.48,12.70,8.00
7.00,0.46,0.39,6.20,0.04,46.00,163.00,0.99,3.21,0.35,12.20,7.00
8.20,0.35,0.40,6.30,0.04,35.00,162.00,0.99,3.15,0.34,11.90,7.00
7.80,0.29,0.36,7.00,0.04,38.00,161.00,0.99,3.26,0.37,11.20,8.00
9.20,0.35,0.39,0.90,0.04,15.00,61.00,0.99,2.96,0.28,10.40,4.00
8.00,0.57,0.39,3.90,0.03,22.00,122.00,0.99,3.29,0.67,12.80,7.00
6.50,0.37,0.33,3.90,0.03,40.00,130.00,0.99,3.28,0.39,12.70,7.00
5.70,0.21,0.24,2.30,0.05,60.00,189.00,1.00,3.65,0.72,10.10,6.00
6.70,0.18,0.30,6.40,0.05,40.00,251.00,1.00,3.29,0.52,10.00,5.00
7.80,0.13,0.30,1.80,0.04,43.00,179.00,1.00,3.43,0.41,9.00,5.00
7.60,0.19,0.41,1.10,0.04,38.00,143.00,0.99,2.92,0.42,11.40,5.00
7.30,0.22,0.41,15.40,0.05,55.00,191.00,1.00,3.32,0.59,8.90,6.00
6.30,0.29,0.40,6.50,0.04,43.00,167.00,1.00,3.15,0.44,9.30,6.00
6.80,0.35,0.32,2.40,0.05,35.00,103.00,0.99,3.28,0.46,12.00,8.00
6.50,0.19,0.32,1.40,0.04,31.00,132.00,0.99,3.36,0.54,10.80,7.00
6.20,0.12,0.26,5.70,0.04,56.00,158.00,1.00,3.52,0.37,10.50,6.00
6.00,0.13,0.28,5.70,0.04,56.00,189.50,0.99,3.59,0.43,10.60,7.00
6.40,0.25,0.33,1.40,0.04,42.00,115.00,0.99,3.19,0.48,11.30,7.00
6.90,0.32,0.16,1.40,0.05,15.00,96.00,0.99,3.22,0.38,9.50,4.00
7.60,0.19,0.41,1.10,0.04,38.00,143.00,0.99,2.92,0.42,11.40,5.00
6.70,0.13,0.28,1.20,0.05,35.00,140.00,0.99,3.33,0.33,10.10,7.00
7.00,0.14,0.41,0.90,0.04,22.00,95.00,0.99,3.25,0.43,10.90,6.00
7.60,0.27,0.24,3.80,0.06,19.00,115.00,1.00,3.15,0.45,8.90,5.00
7.30,0.22,0.41,15.40,0.05,55.00,191.00,1.00,3.32,0.59,8.90,6.00
7.40,0.64,0.47,14.15,0.17,42.00,185.00,1.00,2.90,0.49,9.30,5.00
7.60,0.28,0.39,1.90,0.05,23.00,116.00,0.99,3.25,0.40,10.40,6.00
8.30,0.26,0.41,9.20,0.04,41.00,162.00,0.99,3.10,0.38,12.00,7.00
10.70,0.22,0.56,8.20,0.04,37.00,181.00,1.00,2.87,0.68,9.50,6.00
10.70,0.22,0.56,8.20,0.04,37.00,181.00,1.00,2.87,0.68,9.50,6.00
6.90,0.23,0.34,2.70,0.03,24.00,121.00,0.99,3.14,0.38,12.40,7.00
6.20,0.30,0.32,1.70,0.03,30.00,130.00,0.99,3.28,0.41,11.20,7.00
6.90,0.27,0.41,1.70,0.05,6.00,134.00,0.99,3.15,0.69,11.40,6.00
6.90,0.28,0.41,1.70,0.05,10.00,136.00,0.99,3.16,0.71,11.40,6.00
6.90,0.28,0.30,1.60,0.05,46.00,132.00,0.99,3.35,0.38,11.10,7.00
6.90,0.46,0.20,0.90,0.05,5.00,126.00,0.99,3.10,0.42,10.40,6.00
6.90,0.38,0.32,8.50,0.04,36.00,152.00,0.99,3.38,0.35,12.00,7.00
5.70,0.43,0.30,5.70,0.04,24.00,98.00,0.99,3.54,0.61,12.30,7.00
6.60,0.56,0.16,3.10,0.05,28.00,92.00,0.99,3.12,0.35,9.10,6.00
7.10,0.36,0.56,1.30,0.05,25.00,102.00,0.99,3.24,0.33,10.50,6.00
6.80,0.23,0.40,1.60,0.05,5.00,133.00,0.99,3.23,0.70,11.40,6.00
6.20,0.33,0.29,1.30,0.04,26.00,138.00,1.00,3.77,0.64,9.50,5.00
5.60,0.49,0.13,4.50,0.04,17.00,116.00,0.99,3.42,0.90,13.70,7.00
6.60,0.42,0.33,2.80,0.03,15.00,85.00,0.99,3.28,0.51,13.40,6.00
7.30,0.18,0.29,1.20,0.04,12.00,143.00,0.99,3.20,0.48,11.30,7.00
8.10,0.19,0.40,0.90,0.04,73.00,180.00,0.99,3.06,0.34,10.00,6.00
5.90,0.19,0.26,7.40,0.03,33.00,123.00,1.00,3.49,0.42,10.10,6.00
6.20,0.16,0.47,1.40,0.03,23.00,81.00,0.99,3.26,0.42,12.20,6.00
6.60,0.42,0.33,2.80,0.03,15.00,85.00,0.99,3.28,0.51,13.40,6.00
5.70,0.14,0.30,4.60,0.04,19.00,101.00,0.99,3.31,0.42,9.30,6.00
5.60,0.49,0.13,4.50,0.04,17.00,116.00,0.99,3.42,0.90,13.70,7.00
6.90,0.19,0.33,1.60,0.04,27.00,98.00,0.99,3.09,0.46,12.30,7.00
7.30,0.18,0.29,1.20,0.04,12.00,143.00,0.99,3.20,0.48,11.30,7.00
7.30,0.25,0.36,13.10,0.05,35.00,200.00,1.00,3.04,0.46,8.90,7.00
7.30,0.25,0.36,13.10,0.05,35.00,200.00,1.00,3.04,0.46,8.90,7.00
7.00,0.20,0.34,5.70,0.04,32.00,83.00,0.99,3.19,0.46,11.50,6.00
7.30,0.25,0.36,13.10,0.05,35.00,200.00,1.00,3.04,0.46,8.90,7.00
6.30,0.67,0.48,12.60,0.05,57.00,222.00,1.00,3.17,0.52,9.30,6.00
7.40,0.40,0.29,5.40,0.04,31.00,122.00,0.99,3.30,0.50,11.10,8.00
7.10,0.26,0.31,2.20,0.04,29.00,128.00,0.99,3.34,0.64,10.90,8.00
9.00,0.31,0.48,6.60,0.04,11.00,73.00,0.99,2.90,0.38,11.60,5.00
6.30,0.39,0.24,6.90,0.07,9.00,117.00,0.99,3.15,0.35,10.20,4.00
8.20,0.22,0.36,6.80,0.03,12.00,90.00,0.99,3.01,0.38,10.50,8.00
7.10,0.19,0.28,3.60,0.03,16.00,78.00,0.99,2.91,0.78,11.40,6.00
7.30,0.25,0.36,13.10,0.05,35.00,200.00,1.00,3.04,0.46,8.90,7.00
7.90,0.20,0.34,1.20,0.04,29.00,118.00,0.99,3.14,0.41,10.60,6.00
7.10,0.26,0.32,5.90,0.04,39.00,97.00,0.99,3.31,0.40,11.60,6.00
7.00,0.20,0.34,5.70,0.04,32.00,83.00,0.99,3.19,0.46,11.50,6.00
6.90,0.30,0.33,4.10,0.04,26.00,155.00,0.99,3.25,0.79,12.30,8.00
8.10,0.29,0.49,7.10,0.04,22.00,124.00,0.99,3.14,0.41,10.80,6.00
5.80,0.17,0.30,1.40,0.04,55.00,130.00,0.99,3.29,0.38,11.30,6.00
5.90,0.42,0.02,0.80,0.04,22.00,63.00,0.99,3.36,0.36,9.30,5.00
6.60,0.23,0.26,1.30,0.05,16.00,128.00,0.99,3.36,0.60,10.00,6.00
8.60,0.55,0.35,15.55,0.06,35.50,366.50,1.00,3.04,0.63,11.00,3.00
6.90,0.35,0.74,1.00,0.04,18.00,132.00,0.99,3.13,0.55,10.20,5.00
7.60,0.14,0.74,1.60,0.04,27.00,103.00,0.99,3.07,0.40,10.80,7.00
9.20,0.28,0.49,11.80,0.04,29.00,137.00,1.00,3.10,0.34,10.10,4.00
6.20,0.18,0.49,4.50,0.05,17.00,90.00,0.99,3.27,0.37,11.60,6.00
5.30,0.17,0.24,1.10,0.05,25.00,105.00,0.99,3.32,0.47,9.10,5.00
9.80,0.25,0.74,10.00,0.06,36.00,225.00,1.00,3.06,0.43,10.00,4.00
8.10,0.29,0.49,7.10,0.04,22.00,124.00,0.99,3.14,0.41,10.80,6.00
6.80,0.22,0.49,0.90,0.05,26.00,128.00,0.99,3.25,0.35,11.40,6.00
7.20,0.22,0.49,1.00,0.05,34.00,140.00,0.99,3.05,0.34,12.70,6.00
7.40,0.25,0.49,1.10,0.04,35.00,156.00,0.99,3.13,0.55,11.30,5.00
8.20,0.18,0.49,1.10,0.03,28.00,81.00,0.99,3.00,0.68,10.40,7.00
6.10,0.22,0.49,1.50,0.05,18.00,87.00,0.99,3.30,0.46,9.60,5.00
7.00,0.39,0.24,1.00,0.05,8.00,119.00,0.99,3.00,0.31,10.10,4.00
6.10,0.22,0.49,1.50,0.05,18.00,87.00,0.99,3.30,0.46,9.60,5.00
6.50,0.36,0.49,2.90,0.03,16.00,94.00,0.99,3.10,0.49,12.10,7.00
7.10,0.29,0.49,1.20,0.03,32.00,99.00,0.99,3.07,0.33,12.20,6.00
7.40,0.25,0.49,1.10,0.04,35.00,156.00,0.99,3.13,0.55,11.30,5.00
6.90,0.23,0.24,14.20,0.05,19.00,94.00,1.00,3.17,0.50,9.60,5.00
8.50,0.56,0.74,17.85,0.05,51.00,243.00,1.00,2.99,0.70,9.20,5.00
8.20,0.18,0.49,1.10,0.03,28.00,81.00,0.99,3.00,0.68,10.40,7.00
6.30,0.23,0.49,7.10,0.05,67.00,210.00,1.00,3.23,0.34,9.50,5.00
6.10,0.25,0.49,7.60,0.05,67.00,226.00,1.00,3.16,0.47,8.90,5.00
7.20,0.26,0.74,13.60,0.05,56.00,162.00,1.00,3.03,0.44,8.80,5.00
7.20,0.31,0.24,1.40,0.06,17.00,117.00,0.99,3.16,0.35,10.50,5.00
8.00,0.25,0.49,1.20,0.06,27.00,117.00,0.99,3.08,0.34,9.40,5.00
7.00,0.18,0.49,5.30,0.04,34.00,125.00,0.99,3.24,0.40,12.20,6.00
7.80,0.43,0.49,13.00,0.03,37.00,158.00,1.00,3.14,0.35,11.30,6.00
8.30,0.20,0.74,4.45,0.04,33.00,130.00,0.99,3.25,0.42,12.20,6.00
6.30,0.27,0.49,1.20,0.06,35.00,92.00,0.99,3.38,0.42,12.20,6.00
7.40,0.16,0.49,1.20,0.06,18.00,150.00,0.99,3.23,0.47,11.20,6.00
7.40,0.16,0.49,1.20,0.06,18.00,150.00,0.99,3.23,0.47,11.20,6.00
6.90,0.19,0.49,6.60,0.04,49.00,172.00,0.99,3.20,0.27,11.50,6.00
7.80,0.43,0.49,13.00,0.03,37.00,158.00,1.00,3.14,0.35,11.30,6.00
7.20,0.40,0.49,1.10,0.05,11.00,138.00,0.99,3.01,0.42,9.30,5.00
7.80,0.43,0.49,13.00,0.03,37.00,158.00,1.00,3.14,0.35,11.30,6.00
7.60,0.52,0.49,14.00,0.03,37.00,156.00,1.00,3.14,0.38,11.80,7.00
8.30,0.21,0.49,19.80,0.05,50.00,231.00,1.00,2.99,0.54,9.20,5.00
